2005-05-02,Quebec,S15,06,1,1.4
2010-10-09,Westconvina,S09,01,1,2.5
2009-02-18,New York,S15,05,2,3.3
2005-09-22,Livingston,S11,06,2,1.4
2009-11-04,Chicago,S08,02,2,1.8
2010-12-06,Quebec,S02,01,2,2.5
2010-02-17,Ontario,S17,06,2,1.4
2008-06-10,Ontario,S04,07,2,2.8
2010-03-30,Chicago,S08,05,2,3.3
2007-09-23,Ontario,S11,06,2,1.4
2009-10-18,New York,S12,05,2,3.3
2007-09-17,Quebec,S01,05,2,3.3
2007-01-27,California,S04,04,2,4.5
2007-06-09,New York,S09,02,2,1.8
2008-10-21,New York,S13,05,2,3.3
2005-10-04,California,S18,02,2,1.8
2006-07-27,New York,S04,06,2,1.4
2006-02-07,Quebec,S03,05,2,3.3
2010-06-26,Alberta,S11,02,2,1.8
2007-06-28,Westconvina,S15,02,2,1.8
2009-06-01,Quebec,S01,07,2,2.8
2007-07-10,New York,S03,04,2,4.5
2009-07-17,California,S03,07,3,2.8
2010-10-17,Chicago,S04,07,3,2.8
2010-08-31,California,S04,03,3,2.6
2006-12-31,Alberta,S07,04,3,4.5
2010-08-04,Alberta,S05,07,3,2.8
2008-09-11,Alberta,S15,07,3,2.8
2009-05-19,Ontario,S13,01,3,2.5
2009-02-01,Westconvina,S15,01,3,2.5
2006-09-20,Ontario,S03,07,3,2.8
2008-12-21,New York,S16,05,3,3.3
2009-04-08,Alberta,S01,05,3,3.3
2010-02-03,Westconvina,S01,04,3,4.5
2006-07-11,Ontario,S07,07,3,2.8
2009-06-08,New York,S01,03,3,2.6
2006-04-13,Ontario,S06,01,3,2.5
2006-04-25,Chicago,S05,02,3,1.8
2007-10-13,Chicago,S09,03,3,2.6
2005-02-18,California,S01,07,3,2.8
2009-12-17,Alberta,S13,02,3,1.8
2005-10-18,Livingston,S03,02,3,1.8
2005-11-10,Livingston,S15,04,3,4.5
2005-03-17,California,S05,03,3,2.6
2007-09-27,Chicago,S13,03,3,2.6
2005-09-29,Ontario,S01,06,3,1.4
2008-09-17,Livingston,S14,04,3,4.5
2005-02-20,Alberta,S11,03,3,2.6
2006-10-08,California,S07,05,3,3.3
2006-06-05,New York,S05,01,4,2.5
2009-04-25,Ontario,S18,03,4,2.6
2010-01-07,Quebec,S06,04,4,4.5
2008-02-01,Ontario,S01,01,4,2.5
2006-01-30,Westconvina,S09,07,4,2.8
2005-02-22,Livingston,S09,06,4,1.4
2010-05-16,New York,S03,06,4,1.4
2010-07-08,California,S07,07,4,2.8
2006-01-22,Alberta,S13,04,4,4.5
2008-09-14,Alberta,S14,05,4,3.3
2007-06-22,California,S02,01,4,2.5
2008-06-25,Alberta,S15,03,4,2.6
2006-04-29,New York,S08,01,4,2.5
2009-09-03,Livingston,S05,06,4,1.4
2005-11-18,California,S17,01,4,2.5
2008-04-04,Livingston,S12,06,4,1.4
2008-10-25,Alberta,S03,07,4,2.8
2010-11-08,New York,S13,05,4,3.3
2010-11-14,Quebec,S09,05,4,3.3
2009-04-06,Ontario,S02,02,4,1.8
2007-10-01,California,S06,06,4,1.4
2008-04-11,Westconvina,S05,02,4,1.8
2010-04-23,New York,S08,05,4,3.3
2005-02-13,California,S16,06,4,1.4
2009-09-25,Alberta,S03,03,4,2.6
2007-05-16,Chicago,S11,05,4,3.3
2006-08-30,Quebec,S09,03,4,2.6
2005-08-13,Livingston,S02,07,5,2.8
2005-02-17,Chicago,S11,06,5,1.4
2006-03-14,California,S18,03,5,2.6
2007-09-29,Alberta,S04,03,5,2.6
2010-04-08,Westconvina,S14,06,5,1.4
2008-07-16,Westconvina,S01,02,5,1.8
2006-11-30,Quebec,S13,04,5,4.5
2007-10-03,California,S09,07,5,2.8
2005-07-15,Westconvina,S02,02,5,1.8
2010-11-09,California,S01,03,5,2.6
2005-11-28,Alberta,S12,03,5,2.6
2008-03-10,Ontario,S05,05,5,3.3
2007-09-30,Alberta,S18,06,5,1.4
2006-10-04,Quebec,S03,06,5,1.4
2005-12-16,California,S04,04,5,4.5
2006-12-12,Livingston,S10,05,5,3.3
2009-01-09,Ontario,S01,03,5,2.6
2005-05-30,Chicago,S07,07,5,2.8
2009-01-24,Chicago,S10,02,5,1.8
2007-07-12,California,S16,06,5,1.4
2005-12-05,Livingston,S15,01,5,2.5
2009-10-06,Livingston,S14,06,5,1.4
2010-01-06,Ontario,S01,03,5,2.6
2009-10-29,New York,S12,07,5,2.8
2009-11-20,Quebec,S02,02,5,1.8
2009-04-23,Ontario,S12,06,5,1.4
2008-10-25,Chicago,S09,04,5,4.5
2010-08-03,California,S08,05,5,3.3
2010-10-09,Ontario,S02,02,5,1.8
2010-09-07,Alberta,S16,05,5,3.3
2005-02-01,Ontario,S10,01,5,2.5
2007-07-29,Westconvina,S17,07,5,2.8
2008-04-26,Quebec,S06,05,5,3.3
2010-05-06,Westconvina,S10,04,5,4.5
2008-11-26,Quebec,S13,05,5,3.3
2010-11-10,Ontario,S15,04,6,4.5
2010-08-21,California,S12,04,6,4.5
2005-03-25,California,S10,02,6,1.8
2010-06-05,New York,S05,03,6,2.6
2007-04-18,California,S03,03,6,2.6
2005-01-06,Alberta,S07,07,6,2.8
2006-11-08,Chicago,S18,07,6,2.8
2005-03-29,Westconvina,S01,05,6,3.3
2006-10-16,Ontario,S01,04,6,4.5
2009-11-23,Chicago,S06,07,6,2.8
2006-02-13,California,S03,01,6,2.5
2010-05-04,Livingston,S17,07,6,2.8
2006-06-28,Alberta,S01,05,6,3.3
2005-10-27,Westconvina,S14,02,6,1.8
2010-03-20,Alberta,S04,06,6,1.4
2008-02-17,Westconvina,S08,03,6,2.6
2006-04-08,California,S16,02,6,1.8
2008-05-07,California,S02,01,6,2.5
2009-03-06,Westconvina,S16,07,6,2.8
2010-10-11,New York,S08,01,6,2.5
2005-03-24,California,S15,03,6,2.6
2006-04-14,Chicago,S14,04,6,4.5
2010-03-10,Ontario,S08,04,6,4.5
2005-02-12,Chicago,S17,05,6,3.3
2005-10-12,Livingston,S09,04,6,4.5
2009-07-12,Quebec,S07,02,6,1.8
2009-07-17,Chicago,S09,06,6,1.4
2007-03-11,Quebec,S13,04,6,4.5
2010-01-31,Ontario,S16,06,7,1.4
2006-03-01,Ontario,S07,06,7,1.4
2006-10-01,Ontario,S06,06,7,1.4
2010-01-01,California,S08,04,7,4.5
2010-01-15,Livingston,S17,06,7,1.4
2009-02-08,New York,S16,07,7,2.8
2006-06-08,Chicago,S03,02,7,1.8
2008-02-05,Chicago,S12,01,7,2.5
2010-09-02,California,S11,03,7,2.6
2005-03-15,Chicago,S02,03,7,2.6
2006-02-28,Chicago,S13,03,7,2.6
2006-07-30,New York,S17,07,7,2.8
2005-08-21,Livingston,S10,03,7,2.6
2005-04-03,New York,S17,06,7,1.4
2008-02-19,Chicago,S18,05,7,3.3
2010-11-09,Chicago,S15,04,7,4.5
2005-12-26,Ontario,S01,01,7,2.5
2005-01-21,Chicago,S12,02,7,1.8
2010-04-11,Ontario,S18,07,7,2.8
2006-06-18,Livingston,S06,03,7,2.6
2007-10-26,Quebec,S17,04,7,4.5
2007-10-16,New York,S18,05,7,3.3
2005-12-30,California,S10,05,7,3.3
2010-10-16,Chicago,S04,01,7,2.5
2010-09-22,Chicago,S13,01,7,2.5
2007-01-27,Alberta,S11,06,7,1.4
2010-03-27,New York,S08,05,7,3.3
2009-10-08,New York,S12,03,7,2.6
2005-02-08,Quebec,S17,02,7,1.8
2010-01-04,California,S13,02,7,1.8
2005-05-22,Quebec,S17,04,7,4.5
2006-08-27,California,S18,01,7,2.5
2006-01-29,Livingston,S17,04,7,4.5
2008-07-23,Alberta,S15,02,7,1.8
2010-01-11,Ontario,S08,03,7,2.6
2008-01-11,New York,S08,06,7,1.4
2010-01-24,Alberta,S10,07,7,2.8
2006-07-17,Alberta,S02,06,7,1.4
2009-02-09,Quebec,S03,05,7,3.3
2008-10-07,Livingston,S17,05,7,3.3
2006-05-29,Alberta,S15,07,8,2.8
2008-11-04,Westconvina,S05,07,8,2.8
2007-11-21,Chicago,S14,04,8,4.5
2005-02-04,Chicago,S01,03,8,2.6
2008-03-21,Westconvina,S17,07,8,2.8
2007-04-22,Quebec,S18,06,8,1.4
2005-01-30,Quebec,S06,01,8,2.5
2010-07-26,Westconvina,S07,04,8,4.5
2010-11-25,California,S16,02,8,1.8
2006-10-25,Quebec,S08,01,8,2.5
2007-05-04,Livingston,S15,03,8,2.6
2010-11-20,California,S14,03,8,2.6
2010-09-25,Westconvina,S07,01,8,2.5
2006-04-28,Ontario,S10,06,8,1.4
2007-09-14,Westconvina,S04,07,8,2.8
2009-09-26,Livingston,S17,04,8,4.5
2009-09-06,Alberta,S02,04,8,4.5
2006-12-24,Livingston,S18,02,8,1.8
2008-11-05,Quebec,S06,07,8,2.8
2006-04-03,Westconvina,S06,03,8,2.6
2010-08-29,Livingston,S08,07,8,2.8
2010-05-30,Quebec,S13,04,8,4.5
2008-01-23,New York,S14,01,8,2.5
2007-12-15,Alberta,S04,03,9,2.6
2009-04-11,Alberta,S16,04,9,4.5
2007-06-15,Chicago,S08,01,9,2.5
2007-05-01,Ontario,S16,02,9,1.8
2007-11-13,California,S12,03,9,2.6
2009-04-04,Livingston,S01,06,9,1.4
2007-10-27,New York,S12,01,9,2.5
2009-01-26,Alberta,S05,02,9,1.8
2006-03-28,New York,S02,05,9,3.3
2008-06-05,Alberta,S03,06,9,1.4
2009-03-02,Westconvina,S04,06,9,1.4
2008-04-12,Chicago,S13,04,9,4.5
2008-12-02,New York,S04,05,9,3.3
2007-05-04,Westconvina,S16,07,9,2.8
2006-08-15,Westconvina,S18,06,9,1.4
2010-03-27,California,S13,07,9,2.8
2008-12-18,New York,S09,06,9,1.4
2010-11-25,Livingston,S03,01,9,2.5
2007-09-01,California,S06,03,9,2.6
2006-02-25,Livingston,S16,01,9,2.5
2008-08-09,California,S13,01,9,2.5
2008-05-17,Ontario,S07,06,9,1.4
2010-09-18,New York,S02,07,9,2.8
2009-03-22,Chicago,S17,06,9,1.4
2010-06-21,Westconvina,S11,06,9,1.4
2009-07-15,New York,S11,04,9,4.5
2006-11-20,Quebec,S16,03,9,2.6
2006-05-23,California,S04,02,9,1.8
2009-11-30,Westconvina,S14,07,9,2.8
2009-12-05,Chicago,S11,02,9,1.8
2007-10-27,Ontario,S02,02,9,1.8
2009-02-05,New York,S16,04,9,4.5
2008-12-12,Chicago,S04,04,9,4.5
2010-09-01,Alberta,S01,02,9,1.8
2010-05-31,Livingston,S09,03,9,2.6
2006-07-25,Livingston,S09,02,9,1.8
2008-08-10,New York,S09,02,9,1.8
2006-02-11,Ontario,S03,02,9,1.8
2010-08-25,New York,S05,07,9,2.8
2010-02-28,Ontario,S15,07,9,2.8
2007-01-31,Quebec,S17,06,10,1.4
2005-01-20,Ontario,S12,04,10,4.5
2007-01-13,New York,S05,05,10,3.3
2007-11-11,California,S04,06,10,1.4
2009-01-01,Livingston,S03,05,10,3.3
2006-08-06,Ontario,S09,05,10,3.3
2008-08-15,Quebec,S16,06,10,1.4
2009-12-07,New York,S16,02,10,1.8
2008-04-14,Livingston,S11,06,10,1.4
2009-11-16,Ontario,S11,05,10,3.3
2007-06-10,Ontario,S08,03,10,2.6
2008-10-15,Westconvina,S04,06,10,1.4
2005-01-31,Westconvina,S03,01,10,2.5
2005-10-21,New York,S02,06,10,1.4
2010-12-07,Ontario,S04,02,10,1.8
2008-08-18,Chicago,S13,02,10,1.8
2005-05-23,New York,S12,07,10,2.8
2008-09-26,New York,S02,04,10,4.5
2009-04-19,Quebec,S17,03,10,2.6
2008-11-13,Westconvina,S12,03,10,2.6
2009-11-19,Alberta,S17,04,10,4.5
2008-10-28,Livingston,S03,01,10,2.5
2008-12-26,Alberta,S17,03,10,2.6
2007-05-08,Alberta,S10,06,10,1.4
2009-11-18,Ontario,S01,03,10,2.6
2008-01-06,Westconvina,S07,01,10,2.5
2009-01-16,Ontario,S05,04,10,4.5
2006-11-23,Quebec,S11,01,10,2.5
2009-06-02,Westconvina,S09,05,10,3.3
2005-11-05,Livingston,S06,05,10,3.3
2009-08-23,Westconvina,S15,02,10,1.8
2008-10-12,Chicago,S15,04,10,4.5
2008-04-02,Westconvina,S03,02,10,1.8
2008-08-16,California,S18,04,10,4.5
2009-07-24,Livingston,S03,06,10,1.4
2008-05-06,Ontario,S09,04,10,4.5
2009-09-28,Ontario,S12,05,10,3.3
2005-06-24,Alberta,S11,07,10,2.8
2010-02-12,Quebec,S16,07,10,2.8
2006-05-07,Chicago,S15,06,10,1.4
2005-08-02,Chicago,S07,03,10,2.6
2010-04-05,Quebec,S08,07,10,2.8
2009-08-25,Livingston,S02,01,10,2.5
2009-11-26,Livingston,S05,02,10,1.8
2007-10-20,Ontario,S06,04,10,4.5
2005-05-19,Quebec,S14,07,11,2.8
2010-03-25,New York,S05,02,11,1.8
2010-06-25,Westconvina,S01,07,11,2.8
2009-12-25,Ontario,S07,02,11,1.8
2005-10-01,Livingston,S13,06,11,1.4
2005-12-29,Chicago,S11,01,11,2.5
2006-02-28,California,S18,02,11,1.8
2006-09-09,Chicago,S16,07,11,2.8
2005-10-09,Livingston,S09,01,11,2.5
2010-04-25,Quebec,S15,02,11,1.8
2007-01-31,New York,S09,07,11,2.8
2008-02-03,Westconvina,S08,06,11,1.4
2009-03-12,Alberta,S14,01,11,2.5
2006-04-17,Livingston,S15,04,11,4.5
2007-09-13,Westconvina,S05,07,11,2.8
2006-07-27,Westconvina,S09,02,11,1.8
2010-11-21,Livingston,S10,03,11,2.6
2006-10-14,California,S12,05,11,3.3
2009-11-23,California,S10,02,11,1.8
2009-03-26,Quebec,S12,02,11,1.8
2008-11-07,Alberta,S05,06,11,1.4
2005-10-24,Westconvina,S01,01,11,2.5
2005-06-07,Chicago,S12,07,11,2.8
2006-01-29,New York,S08,07,11,2.8
2010-09-16,Alberta,S18,07,11,2.8
2010-01-28,California,S14,04,11,4.5
2005-09-30,Chicago,S04,07,11,2.8
2010-11-19,Alberta,S07,06,11,1.4
2008-05-21,Alberta,S06,04,11,4.5
2010-01-03,Chicago,S08,02,11,1.8
2008-03-18,Chicago,S04,01,11,2.5
2010-03-26,Ontario,S16,02,11,1.8
2008-12-31,Ontario,S16,05,11,3.3
2008-06-22,Livingston,S05,01,11,2.5
2006-09-14,Ontario,S08,06,11,1.4
2009-01-22,Quebec,S04,03,11,2.6
2005-04-30,Ontario,S16,02,11,1.8
2007-03-11,Quebec,S16,05,11,3.3
2006-01-15,Westconvina,S12,01,11,2.5
2010-03-30,Alberta,S03,03,11,2.6
2007-04-18,New York,S10,03,11,2.6
2005-06-11,California,S08,05,11,3.3
2010-06-03,California,S14,04,11,4.5
2009-05-25,Alberta,S01,05,11,3.3
2007-12-31,Ontario,S11,01,12,2.5
2008-03-13,Livingston,S05,01,12,2.5
2008-12-31,Alberta,S15,05,12,3.3
2007-02-28,Westconvina,S14,07,12,2.8
2006-03-02,Chicago,S18,06,12,1.4
2009-11-28,Ontario,S16,03,12,2.6
2005-07-03,Livingston,S18,05,12,3.3
2007-03-09,Ontario,S13,07,12,2.8
2009-05-02,Alberta,S10,03,12,2.6
2010-02-20,Chicago,S11,01,12,2.5
2008-01-16,Quebec,S11,02,12,1.8
2009-07-16,Ontario,S04,03,12,2.6
2008-08-06,Ontario,S05,03,12,2.6
2010-06-12,Chicago,S16,03,12,2.6
2007-04-07,Ontario,S08,07,12,2.8
2009-07-07,Quebec,S14,02,12,1.8
2006-11-02,Ontario,S14,03,12,2.6
2006-07-04,Ontario,S15,04,12,4.5
2008-02-28,Livingston,S04,06,12,1.4
2007-05-17,New York,S16,05,12,3.3
2008-04-08,Chicago,S07,05,12,3.3
2009-09-28,California,S14,04,12,4.5
2006-07-12,New York,S01,07,12,2.8
2009-04-22,California,S07,03,12,2.6
2009-03-01,Livingston,S12,04,12,4.5
2006-01-29,Chicago,S17,04,12,4.5
2005-10-16,Alberta,S14,04,12,4.5
2010-07-14,Chicago,S05,06,12,1.4
2006-04-19,Livingston,S04,03,12,2.6
2007-09-26,Quebec,S05,01,12,2.5
2010-04-10,Livingston,S11,01,12,2.5
2010-12-19,California,S17,04,12,4.5
2010-12-12,Quebec,S08,04,12,4.5
2009-05-13,Chicago,S01,03,12,2.6
2005-02-26,Quebec,S17,05,12,3.3
2007-07-17,New York,S05,03,12,2.6
2009-05-21,Westconvina,S03,06,12,1.4
2010-06-06,Quebec,S08,02,12,1.8
2005-01-09,Westconvina,S18,03,13,2.6
2008-03-12,Chicago,S13,05,13,3.3
2008-11-27,New York,S10,04,13,4.5
2006-11-30,California,S01,03,13,2.6
2006-03-26,Westconvina,S08,07,13,2.8
2006-09-24,California,S15,05,13,3.3
2009-06-18,Quebec,S15,07,13,2.8
2010-03-01,Ontario,S15,05,13,3.3
2007-06-04,New York,S14,01,13,2.5
2008-05-14,Alberta,S18,03,13,2.6
2010-09-02,Livingston,S06,03,13,2.6
2008-08-24,Westconvina,S04,01,13,2.5
2005-02-09,Ontario,S01,02,13,1.8
2005-11-04,Ontario,S02,06,13,1.4
2010-06-28,Chicago,S17,05,13,3.3
2006-09-18,Chicago,S12,06,13,1.4
2008-10-08,Quebec,S09,05,13,3.3
2007-11-17,California,S12,01,13,2.5
2005-04-05,Alberta,S16,05,13,3.3
2007-06-21,Alberta,S11,01,13,2.5
2005-03-23,New York,S04,05,13,3.3
2006-12-31,Chicago,S14,02,13,1.8
2008-06-04,California,S02,01,13,2.5
2008-05-24,California,S09,01,13,2.5
2008-11-09,Ontario,S03,02,13,1.8
2010-02-21,Chicago,S12,04,13,4.5
2006-10-11,California,S11,02,13,1.8
2005-08-12,Livingston,S03,05,13,3.3
2008-01-19,California,S13,07,13,2.8
2009-06-28,New York,S13,06,13,1.4
2009-10-27,Westconvina,S01,04,13,4.5
2008-08-05,Livingston,S11,02,13,1.8
2009-10-09,Alberta,S08,04,13,4.5
2005-05-22,Livingston,S01,06,13,1.4
2010-08-29,California,S11,03,13,2.6
2006-01-12,California,S17,03,13,2.6
2005-04-24,Ontario,S13,01,13,2.5
2009-06-01,Alberta,S16,02,14,1.8
2009-05-09,Quebec,S04,04,14,4.5
2006-12-20,Livingston,S13,03,14,2.6
2009-04-11,Westconvina,S11,05,14,3.3
2010-04-11,California,S01,04,14,4.5
2005-04-18,Ontario,S06,03,14,2.6
2010-06-23,California,S09,05,14,3.3
2007-06-05,Ontario,S05,05,14,3.3
2006-08-03,Livingston,S13,06,14,1.4
2005-12-12,Livingston,S16,07,14,2.8
2007-06-16,Ontario,S01,03,14,2.6
2005-05-05,Chicago,S09,07,14,2.8
2010-12-06,Chicago,S13,02,14,1.8
2010-07-19,Alberta,S08,01,14,2.5
2007-02-09,Westconvina,S07,05,14,3.3
2006-01-16,Quebec,S04,03,14,2.6
2006-02-04,Alberta,S10,07,14,2.8
2008-07-11,Ontario,S12,07,14,2.8
2006-02-03,Westconvina,S02,02,14,1.8
2007-08-20,Quebec,S18,02,14,1.8
2008-11-27,Ontario,S04,05,14,3.3
2008-02-14,Westconvina,S07,02,14,1.8
2008-03-21,New York,S04,01,14,2.5
2007-01-29,Quebec,S03,03,14,2.6
2009-08-12,Quebec,S04,04,14,4.5
2008-11-01,Alberta,S07,07,14,2.8
2008-04-27,Ontario,S08,06,14,1.4
2006-09-23,California,S15,05,14,3.3
2007-06-01,Chicago,S08,04,14,4.5
2007-05-10,New York,S09,04,14,4.5
2010-08-26,Livingston,S07,05,14,3.3
2007-04-18,New York,S17,01,14,2.5
2009-06-03,Westconvina,S15,04,14,4.5
2009-08-09,New York,S13,02,14,1.8
2006-07-24,Ontario,S16,07,14,2.8
2005-05-23,Livingston,S10,05,14,3.3
2006-09-19,Ontario,S03,01,14,2.5
2008-07-13,Livingston,S08,02,14,1.8
2009-10-03,New York,S04,05,14,3.3
2005-01-16,Alberta,S08,01,14,2.5
2006-02-27,New York,S02,05,14,3.3
2005-11-11,California,S07,06,14,1.4
2006-02-13,Chicago,S17,03,14,2.6
2009-01-13,Westconvina,S04,06,14,1.4
2005-07-09,California,S16,06,14,1.4
2005-03-15,Alberta,S03,03,15,2.6
2007-05-01,Quebec,S05,02,15,1.8
2006-12-19,Ontario,S02,04,15,4.5
2008-01-17,California,S10,07,15,2.8
2006-09-12,Livingston,S01,04,15,4.5
2007-01-25,New York,S01,06,15,1.4
2008-02-25,Chicago,S15,07,15,2.8
2010-01-15,Westconvina,S01,01,15,2.5
2007-05-10,Ontario,S17,02,15,1.8
2006-09-06,California,S15,05,15,3.3
2010-04-02,Chicago,S03,03,15,2.6
2010-03-03,Alberta,S03,02,15,1.8
2008-02-19,California,S11,03,15,2.6
2008-07-30,Quebec,S17,01,15,2.5
2009-02-21,Alberta,S01,05,15,3.3
2008-09-24,California,S06,05,15,3.3
2006-05-25,Ontario,S13,04,15,4.5
2009-11-30,California,S18,03,15,2.6
2008-03-18,Alberta,S01,05,15,3.3
2007-01-15,Ontario,S07,01,15,2.5
2008-03-05,Chicago,S18,05,15,3.3
2006-03-14,Chicago,S01,06,15,1.4
2006-01-09,New York,S07,05,15,3.3
2007-12-27,Chicago,S10,07,15,2.8
2005-07-18,Alberta,S12,02,15,1.8
2007-12-19,California,S17,01,15,2.5
2008-08-29,Quebec,S16,07,15,2.8
2006-01-14,Westconvina,S08,01,15,2.5
2005-08-03,Alberta,S01,06,15,1.4
2007-07-01,New York,S02,07,15,2.8
2005-09-10,California,S12,02,15,1.8
2010-10-21,Quebec,S04,05,15,3.3
2008-04-02,Chicago,S13,05,15,3.3
2010-06-22,Chicago,S01,07,15,2.8
2005-03-02,California,S15,01,15,2.5
2006-01-15,California,S13,05,15,3.3
2010-05-24,Quebec,S10,01,15,2.5
2009-06-20,California,S03,04,15,4.5
2008-02-27,Livingston,S12,02,16,1.8
2006-02-10,Westconvina,S01,04,16,4.5
2006-03-21,Chicago,S07,05,16,3.3
2006-12-10,Westconvina,S11,02,16,1.8
2010-08-19,New York,S11,01,16,2.5
2010-09-02,Quebec,S16,01,16,2.5
2007-01-05,Livingston,S10,06,16,1.4
2005-11-15,New York,S17,01,16,2.5
2006-05-07,Westconvina,S07,07,16,2.8
2006-08-10,Livingston,S06,06,16,1.4
2009-09-04,Westconvina,S01,01,16,2.5
2005-08-12,Westconvina,S13,06,16,1.4
2005-08-17,New York,S05,07,16,2.8
2009-04-27,Westconvina,S03,02,16,1.8
2005-01-22,California,S18,03,16,2.6
2006-01-07,Alberta,S11,01,16,2.5
2010-09-15,California,S15,06,16,1.4
2009-01-30,Chicago,S08,01,16,2.5
2007-11-12,Ontario,S14,06,16,1.4
2009-08-07,Westconvina,S02,02,16,1.8
2006-11-26,Alberta,S14,01,16,2.5
2008-11-23,California,S13,05,16,3.3
2006-09-15,Alberta,S02,04,16,4.5
2009-05-18,Westconvina,S18,04,16,4.5
2005-01-30,Ontario,S03,05,16,3.3
2006-11-01,California,S09,01,16,2.5
2008-04-14,Alberta,S18,01,16,2.5
2010-11-21,Westconvina,S09,02,16,1.8
2010-08-25,Quebec,S13,04,16,4.5
2008-03-01,California,S17,02,16,1.8
2007-04-02,Westconvina,S15,04,16,4.5
2010-03-31,Quebec,S12,03,16,2.6
2010-07-26,Quebec,S08,06,16,1.4
2010-03-26,Chicago,S15,07,16,2.8
2007-03-19,Alberta,S07,01,16,2.5
2008-02-26,Alberta,S16,03,17,2.6
2009-07-25,Chicago,S06,05,17,3.3
2005-09-11,Chicago,S11,04,17,4.5
2005-10-05,Livingston,S11,07,17,2.8
2006-03-31,Westconvina,S05,04,17,4.5
2010-11-04,Alberta,S02,03,17,2.6
2008-12-15,Westconvina,S08,05,17,3.3
2009-12-19,Ontario,S15,05,17,3.3
2006-06-28,Alberta,S01,03,17,2.6
2008-01-27,Alberta,S08,02,17,1.8
2005-09-25,Livingston,S10,04,17,4.5
2010-08-26,Westconvina,S05,07,17,2.8
2006-11-13,New York,S03,03,17,2.6
2010-12-17,New York,S12,02,17,1.8
2010-03-21,Westconvina,S08,02,17,1.8
2007-12-20,Alberta,S10,02,17,1.8
2006-02-28,New York,S08,07,17,2.8
2008-09-25,New York,S11,05,17,3.3
2006-09-24,Ontario,S16,05,17,3.3
2009-08-27,Quebec,S11,01,17,2.5
2010-07-03,Livingston,S07,02,17,1.8
2007-01-23,California,S14,02,17,1.8
2010-10-21,Quebec,S17,02,17,1.8
2005-08-22,Westconvina,S05,05,17,3.3
2007-02-25,Quebec,S16,04,17,4.5
2009-05-16,Livingston,S03,03,17,2.6
2010-09-25,Alberta,S17,01,17,2.5
2007-08-16,Quebec,S11,04,17,4.5
2008-03-21,California,S07,04,17,4.5
2006-05-18,Ontario,S18,02,17,1.8
2006-03-25,Ontario,S09,01,17,2.5
2007-02-06,Ontario,S12,01,17,2.5
2006-01-19,Livingston,S06,06,17,1.4
2005-07-14,Westconvina,S06,01,17,2.5
2006-03-27,Westconvina,S18,03,17,2.6
2005-03-17,Westconvina,S02,05,17,3.3
2005-12-17,Westconvina,S01,01,17,2.5
2005-07-23,California,S01,01,17,2.5
2005-12-17,Livingston,S14,07,17,2.8
2005-11-26,Ontario,S16,02,17,1.8
2007-08-24,Chicago,S08,06,18,1.4
2010-08-11,Alberta,S12,02,18,1.8
2010-02-16,Ontario,S17,03,18,2.6
